Artículo,Fuente Suministro,Inventario,Backorder,Importancia RFM,Alerta,Monto USD,Última Compra,Compras Recomendadas,Recomendacion USD
485310r010,ito koyama - amortiguadores,0.0,0.0,3,rojo,6.96,100.0,350,2436.0
a-7980,sakura filter,196.0,0.0,3,verde,4.32,36.0,450,1944.0000000000002
n023,ito koyama - resortes,83.0,0.0,0,verde,4.5,64.0,100,450.0
dtx-099l,aisin - japon,350.0,0.0,3,verde,27.49,200.0,50,1374.5
m25600025,valvoline,108.0,0.0,3,verde,3.06,120.0,150,459.0
dtx-197,aisin - japon,195.0,0.0,3,verde,31.83,200.0,300,9549.0
a-6012,sakura filter,33.0,0.0,0,verde,6.36,24.0,50,318.0
hy-620,ito koyama - palieres,0.0,0.0,2,rojo,6.9,200.0,250,1725.0
a-33450,sakura filter,0.0,0.0,0,rojo,4.29,100.0,50,214.5
hy042,ito koyama - resortes,0.0,0.0,3,rojo,4.31,152.0,350,1508.4999999999998
54650-d4000,ito koyama - amortiguadores,53.0,0.0,0,verde,11.8,52.0,50,590.0
54660-d4000,ito koyama - amortiguadores,85.0,0.0,0,verde,11.8,72.0,50,590.0
