Fecha,Artículo,Fuente Suministro,Inventario,Compras Recomendadas,Demanda Mensual,Meses proteccion,Alerta,Lead Time,Margen,Ultima fecha,Monto USD,Última Compra,Recomendacion USD,Importancia RFM,Backorder,holgura,quebro,va_a_quebrar,consumiendo_proteccion
2024-12-01,icd0002,ishikawa - pastillas de freno,47.0,50,3.6311945864594866,1.7228787875216462,verde,6,0.9029046437825303,2024-03-20,3.81,100.0,190.5,0,,12.943398895575651,0,0,0
2025-01-01,41802-59j10,ito koyama - amortiguadores,12.0,50,8.0,1.0393724736055352,verde,6,0.6441582616980976,2024-08-22,10.8,52.0,540.0,3,,1.5,0,0,0
2025-01-01,48901,narva,20510.0,8550,2133.469970703125,1.8290250034492002,verde,4,0.45183279486887884,2024-09-16,1.6300009167194367,1500.0,13936.507837951183,3,,9.61344677058686,0,0,0
2025-01-01,c-1511,sakura filter,0.0,400,64.1968776362944,0.8527479633112192,rojo,6,0.748913345727452,2024-09-17,2.1,300.0,840.0,3,,0.0,1,0,1
2024-12-01,48511-35360,ito koyama - amortiguadores,144.0,100,15.754098256429037,0.8722480280212438,verde,6,0.6662179673157502,2024-08-22,5.2,100.0,520.0,1,,9.140478728526118,0,0,0
2024-11-01,t028,ito koyama - resortes,108.0,100,12.61227035522461,1.464084788203974,verde,6,0.8986739070175888,2024-01-22,3.94,304.0,394.0,0,,8.56308951189436,0,0,0
2023-09-01,sm041,ito koyama - torretas,0.0,150,22.0,1.127057856680333,rojo,6,0.6341011221350803,2023-05-19,1.96,180.0,294.0,0,,0.0,1,0,1
2025-01-01,fc-7920,sakura filter,300.0,100,10.0,1.6839932699786342,verde,6,0.9656277689109446,2024-09-17,3.9,150.0,390.0,0,,30.0,0,0,0
2024-06-01,srb-97,seco - embragues,0.0,100,15.99903678894043,0.2612643992137675,rojo,4,0.35268848936688857,2022-08-08,8.05,30.0,805.0000000000001,0,,0.0,1,0,1
2024-09-01,t1228,ito koyama - trapecios,11.0,50,1.999940554300944,0.8975541457225671,verde,6,0.5109614326807654,2024-03-19,9.86,20.0,493.0,0,,5.500163480531511,0,0,0
2024-12-01,to-841,ito koyama - palieres,0.0,200,25.025839151252384,1.1742638180223197,rojo,6,0.7458953564760412,2024-10-24,11.1,200.0,2220.0,2,,0.0,1,0,1
2025-01-01,95032448,ito koyama - amortiguadores,37.0,50,3.2403512360371134,2.7516391281606674,verde,6,0.6890857882434489,2024-08-22,10.3,60.0,515.0,3,,11.41851524875133,0,0,0
2022-12-01,cmt-044,aisin - japon,0.0,50,4.0009613037109375,0.44865591028000384,rojo,6,0.4734001038946411,2019-10-11,22.74,24.0,1137.0,0,,0.0,1,0,1
2024-12-01,ca-89060,sakura filter,122.0,50,6.0,0.9257754507358603,verde,6,0.6040067693404295,2020-04-17,2.25,220.0,112.5,0,,20.333333333333332,0,0,0
2025-01-01,54661-d3000,ito koyama - amortiguadores,21.0,50,5.5,2.659252779325917,verde,6,0.6213878700634234,2024-02-29,12.2,120.0,610.0,3,,3.8181818181818183,0,0,0
2023-08-01,tto013,ito koyama - direccion,0.0,50,2.002376397450765,2.7905267353965577,rojo,6,0.6847930628497966,2022-08-15,2.8,120.0,140.0,0,,0.0,1,0,1
2025-01-01,ab3118045d,ito koyama - amortiguadores,1.0,50,6.9999224344889335,1.051950800937095,amarillo,6,0.642286633593718,2024-02-29,8.0,80.0,400.0,0,,0.1428587258442972,0,0,1
2025-01-01,t013,ito koyama - resortes,379.0,750,118.0,0.7409279271558675,verde,6,0.8158363928365451,2024-09-20,3.95,504.0,2962.5,3,,3.211864406779661,0,0,0
2024-09-01,ho-019,ito koyama - palieres,0.0,150,18.733434072301733,0.8898528482495741,rojo,6,0.5856199120339612,2024-06-21,7.82,80.0,1173.0,0,,0.0,1,0,1
2023-04-01,mg358,moog - usa,0.0,100,19.265853881835938,0.36426282825832046,rojo,3,0.49535823156432796,2022-04-25,16.28,80.0,1628.0,0,,0.0,1,0,1
2024-10-01,48066,narva,190.0,150,26.41556702736107,0.8892185220641935,verde,4,0.5079742802812801,2024-09-16,2.594695336818695,200.0,389.20430052280426,0,,7.192728431806867,0,0,0
2024-07-01,rto008,ito koyama - direccion,0.0,250,38.14581298828125,0.2730662296068988,rojo,6,0.7622443124793374,2023-05-19,3.91,210.0,977.5,0,,0.0,1,0,1
2025-01-01,2901410u8010,ito koyama - amortiguadores,0.0,50,7.0,0.7067058133169442,rojo,6,0.7601594762009231,2024-02-29,9.4,54.0,470.0,3,,0.0,1,0,1
2023-12-01,tto012,ito koyama - direccion,0.0,50,7.5806414732582335,2.203304511984217,rojo,6,0.5701509636667739,2021-12-27,2.72,300.0,136.0,0,,0.0,1,0,1
2024-04-01,tk-2780,toyo - japon,0.0,50,7.408905029296875,1.9176300711514076,rojo,4,0.5121966878748772,2023-03-31,4.406873665750027,50.0,220.34368328750134,0,,0.0,1,0,1
2024-12-01,dt255/55r18,deestone,87.0,50,4.0,1.4361406616345072,verde,6,0.4061260167292778,2023-08-25,48.68,131.0,2434.0,1,,21.75,0,0,0
2025-01-01,a-29390,sakura filter,103.0,100,10.98746111934905,1.4791724931585462,verde,6,0.9471106522267739,2024-03-18,1.6,60.0,160.0,2,,9.374322136950799,0,0,0
2025-01-01,48321,narva,6060.0,4350,1075.9154352500002,0.6393853019132153,verde,4,0.5482800242221102,2024-09-16,0.765102471113205,2000.0,3328.1957493424416,3,,5.632412921552609,0,0,0
2023-08-01,thy010,ito koyama - direccion,0.0,50,4.884756406148274,2.477091489422922,rojo,6,0.63734112697688,2023-05-19,2.05,100.0,102.49999999999999,0,,0.0,1,0,1
2024-12-01,a-chimpunera,sin definicion,0.0,0,,,rojo,0,-1.0,2023-04-01,19.062700586576412,1050.0,0.0,0,,0.0,1,0,
2025-01-01,a-17860,sakura filter,883.0,400,60.9587656656901,1.047469988109172,verde,6,0.8030924028719638,2024-10-31,4.4,600.0,1760.0000000000002,3,,14.485201436698148,0,0,0
2024-10-01,tto019,ito koyama - direccion,43.0,50,6.0,0.9933088471711681,verde,6,0.6204860444710836,2023-05-19,4.47,40.0,223.5,0,,7.166666666666667,0,0,0
2024-06-01,crt-052,aisin - japon,0.0,100,9.675464526461056,0.5036124748348556,rojo,6,0.4330064463695414,2024-01-11,12.13,20.0,1213.0,0,,0.0,1,0,1
2024-11-01,41700-63010,ito koyama - amortiguadores,142.0,100,14.824882507324219,0.5808069123744511,verde,6,0.6585563659428556,2024-08-22,4.75,150.0,475.0,2,,9.578490752277128,0,0,0
2024-10-01,opt-053,aisin - japon,0.0,50,4.8427991582409575,0.8532996354062037,rojo,6,0.3787145002863096,2024-05-20,25.56,30.0,1278.0,0,,0.0,1,0,1
2024-12-01,icd1156,ishikawa - pastillas de freno,53.0,150,19.0,0.3828623305753543,verde,6,0.9003162846375857,2024-07-26,4.71,100.0,706.5,0,,2.789473684210526,0,0,0
2024-12-01,t1233,ito koyama - trapecios,7.0,50,5.179716287152303,0.8095517803173732,verde,6,0.6557805883348418,2024-06-11,10.43,20.0,521.5,0,,1.351425370027062,0,0,0
2025-01-01,o-1805,sakura filter,0.0,100,8.873620552867978,0.9630395749604772,rojo,6,0.9136265434169746,2024-10-22,2.84,120.0,284.0,2,,0.0,1,0,1
2024-05-01,sdki-246,seco - embragues,1.0,50,2.5,0.6531972647421809,amarillo,4,0.42206379470569066,2022-08-08,16.73,20.0,836.5,0,,0.4,0,0,1
2024-12-01,c-6210,sakura filter,240.0,100,14.50612767537435,1.707444524727085,verde,6,0.8731947468924945,2024-09-17,2.9,144.0,290.0,1,,16.544732362133058,0,0,0
2024-12-01,b45a34700,ito koyama - amortiguadores,46.0,50,2.2182132403055825,2.4145881126691324,verde,6,0.6280890952789129,2024-09-19,11.1,60.0,555.0,1,,20.73741115784838,0,0,0
2025-01-01,k005,ito koyama - resortes,0.0,50,4.001653989156087,5.033038568306057,rojo,6,0.7699156324892421,2024-01-22,6.3,200.0,315.0,3,,0.0,1,0,1
2024-11-01,a-1108,sakura filter,45.0,50,4.9654277594752685,0.5068267227574228,verde,6,0.8227792884440148,2023-10-19,3.36,36.0,168.0,0,,9.06266331518545,0,0,0
2024-11-01,060677000,monark - alemania,39.0,350,76.05444916930247,0.35388565958330226,verde,4,0.4830695500579427,,,,,0,,0.512790512928222,0,0,0
2024-10-01,a-33970,sakura filter,37.0,50,3.390812555948893,0.9556324024809261,verde,6,0.9782203892480482,2020-09-28,6.3,192.0,315.0,0,,10.911838796599547,0,0,0
2025-01-01,a-1647,sakura filter,76.0,50,4.0,1.6562172428626494,verde,6,0.7175402213857914,2024-03-18,2.24,60.0,112.00000000000001,0,,19.0,0,0,0
2025-01-01,ctx-107,aisin - japon,271.0,50,4.001083691914876,0.44864218645034315,verde,6,0.44689579264751766,2024-04-16,38.54,200.0,1927.0,2,,67.7316499396448,0,0,0
2024-12-01,tni009,ito koyama - direccion,22.0,100,9.0,0.4913518207933925,verde,6,0.6457552813526549,2023-05-19,3.56,120.0,356.0,1,,2.4444444444444446,0,0,0
2024-11-01,df01,ito koyama - resortes,0.0,100,9.998275756835938,0.9166731957403115,rojo,6,0.6626207923039025,2024-01-22,5.04,64.0,504.0,1,,0.0,1,0,1
2024-12-01,a-gorros,sin definicion,0.0,0,,,rojo,0,-1.0,2023-04-01,33.3972510276634,500.0,0.0,0,,0.0,1,0,
2024-12-01,mwmwd1157,wagner - pastillas,7.0,0,0.0,-1.182236624466238,verde,3,1.9377323946127762,2023-04-25,6.2,50.0,0.0,0,,inf,0,0,0
2025-01-01,a-71260-s,sakura filter,87.0,50,2.019619079485473,3.576846339798187,verde,6,0.7007679674794373,2024-08-29,36.47,100.0,1823.5,3,,43.077430236084176,0,0,0
2024-08-01,p2560cf5500,prextoline - lubricantes,7.0,50,1.00037157535553,0.7634789258726525,verde,2,0.4356183865365442,2024-09-21,394.3,6.0,19715.0,1,,6.997399938630018,0,0,0
2024-06-01,t1188,ito koyama - trapecios,0.0,100,10.870899431465444,0.2991597954414069,rojo,6,0.6418030693069758,2024-03-19,17.1,20.0,1710.0000000000002,0,,0.0,1,0,1
2024-11-01,ur006,ito koyama - direccion,210.0,100,12.065064748128256,1.0000364141860998,verde,6,0.5397287123870592,2021-12-27,2.42,510.0,242.0,0,,17.405625612790754,0,0,0
2025-01-01,dt225/45zr18,deestone,0.0,50,3.700737516245571,0.8106492251424319,rojo,6,0.49810876892819295,2024-10-28,33.07,40.0,1653.5,2,,0.0,1,0,1
2025-01-01,41801-59j10,ito koyama - amortiguadores,13.0,0,0.0,-32.057903451651946,verde,6,0.6183696623136612,2024-08-22,10.8,52.0,0.0,3,,inf,0,0,0
2024-11-01,bdd069,ishikawa - discos de freno,238.0,100,12.0,1.0572902412871252,verde,6,0.8593103682974713,2023-12-23,6.99,300.0,699.0,0,,19.833333333333332,0,0,0
2024-12-01,a-5902,sakura filter,86.0,50,4.273348723812966,0.8799121330631193,verde,6,0.7061396122296903,2019-12-31,2.24,200.0,112.00000000000001,0,,20.124732512647615,0,0,0
2025-01-01,wk-1080/7x,mann - brasil,32.0,100,24.58986473083496,0.6585346135860982,verde,4,0.4224444784223542,2024-09-24,16.678703657388688,102.0,1667.8703657388687,2,,1.3013491676460078,0,0,0
2025-01-01,5465007100,ito koyama - amortiguadores,94.0,150,16.83901360030543,0.7125392819503987,verde,6,0.6410162724373687,2024-09-19,11.0,59.0,1650.0,3,,5.582274724114185,0,0,0
2024-12-01,t1146,ito koyama - trapecios,26.0,50,2.5,1.8618986725025255,verde,6,0.6724310883622003,2024-03-19,9.86,40.0,493.0,1,,10.4,0,0,0
2024-10-01,thy016,ito koyama - direccion,0.0,50,3.9999977747599282,1.455951244098275,rojo,6,0.5676913702898638,2023-05-19,3.05,95.0,152.5,0,,0.0,1,0,1
2024-11-01,a-8635-s,sakura filter,31.0,50,4.5,0.5980650097020423,verde,6,0.5901485843428457,2024-09-17,20.59,20.0,1029.5,0,,6.888888888888889,0,0,0
2025-01-01,54660-4h600,ito koyama - amortiguadores,195.0,100,15.056873334353066,1.0506994777705096,verde,6,0.7602377164869565,2024-09-19,11.7,200.0,1170.0,3,,12.950895957602102,0,0,0
2025-01-01,726680398l,ito koyama - amortiguadores,20.0,50,6.198073954561142,2.789448267166626,verde,6,0.7027452546770788,2024-09-19,11.0,60.0,550.0,1,,3.226808867822893,0,0,0
2025-01-01,48520-29285,ito koyama - amortiguadores,0.0,50,4.058759689331055,2.412979878371856,rojo,6,0.6054349823813743,2024-08-22,11.5,52.0,575.0,3,,0.0,1,0,1
2024-12-01,d006,ito koyama - resortes,78.0,50,7.0,0.785353452498602,verde,6,0.6446938618299767,2024-01-22,4.73,160.0,236.50000000000003,1,,11.142857142857142,0,0,0
2024-10-01,t1145,ito koyama - trapecios,1.0,50,3.562093416849773,1.2658987918432423,amarillo,6,0.831389935316237,2024-03-19,11.3,20.0,565.0,0,,0.28073379414186594,0,0,1
2024-12-01,k009,ito koyama - resortes,0.0,150,20.0,0.3905124837953327,rojo,6,0.7772605212384958,2024-01-22,7.5,176.0,1125.0,2,,0.0,1,0,1
2024-12-01,sk015,ito koyama - resortes,174.0,150,20.0,0.7474581928108087,verde,6,0.6558819352768688,2024-01-22,4.9,400.0,735.0,2,,8.7,0,0,0
2024-09-01,a-8902,sakura filter,0.0,50,5.966432571411133,0.8503844498762044,rojo,6,0.9548050780333739,2023-01-09,2.59,60.0,129.5,0,,0.0,1,0,1
2024-12-01,bhy005,ito koyama - bocamazas,0.0,50,6.0000044504801435,0.978550104930839,rojo,6,0.5757597437231924,2022-01-10,16.94,204.0,847.0000000000001,1,,0.0,1,0,1
2025-01-01,c-58270,sakura filter,1047.0,450,68.33903617230942,1.257135206358488,verde,6,0.6613562672337401,2024-08-29,5.2,144.0,2340.0,3,,15.32067261469863,0,0,0
2025-01-01,fc-1301,sakura filter,857.0,1300,209.27079264322916,1.0395255367330876,verde,6,0.845839732970268,2024-10-22,1.5,750.0,1950.0,3,,4.095172523482711,0,0,0
2024-04-01,c-271320/3,mann - brasil,0.0,50,12.17702293395996,0.40347582089427364,rojo,4,0.3839268237134333,2022-06-14,32.69,150.0,1634.5,1,,0.0,1,0,1
2025-01-01,48510-8z205ref,ito koyama - amortiguadores,0.0,300,44.01122538248698,1.2905693344506222,rojo,6,1.2711180839574483,2023-12-23,9.1,500.0,2730.0,3,,0.0,1,0,1
2025-01-01,d001,ito koyama - resortes,1694.0,250,36.466051504160305,2.5208402468624103,verde,6,0.6937111589738054,2024-09-20,2.9,1608.0,725.0,3,,46.45416572745027,0,0,0
2024-12-01,wk-940/26,mann - brasil,43.0,150,30.89789390563965,0.7326873924933356,verde,4,0.3783710258521222,2024-09-12,23.07,60.0,3460.5,2,,1.391680615232853,0,0,0
2024-12-01,w16ex-u11,denso - bujias - japon,114.0,150,47.37443292205227,1.4831417216603517,verde,3,0.3663299889464141,2023-03-28,0.85,1152.0,127.5,0,,2.4063612579293645,0,0,0
2025-01-01,opt-032,aisin - japon,5.0,50,6.0471452077229815,1.5665708056422798,amarillo,6,0.5594827936175099,2024-01-11,19.12,50.0,956.0,2,,0.8268364374009669,0,0,1
2024-12-01,a-5149-s,sakura filter,133.0,150,18.458079525669408,0.9600156463746033,verde,6,0.966494663582647,2024-10-22,7.0,81.0,1050.0,0,,7.2055166852563755,0,0,0
2024-11-01,t025,ito koyama - resortes,98.0,100,15.0,0.7953072238115995,verde,6,0.8138837895141227,2024-01-22,5.09,152.0,509.0,1,,6.533333333333333,0,0,0
2025-01-01,ca-21040,sakura filter,0.0,100,11.261275754199685,2.4464328224657472,rojo,6,0.7426616453322925,2023-09-15,2.5,60.0,250.0,0,,0.0,1,0,1
2024-09-01,a-17990,sakura filter,0.0,50,3.723769861320232,1.303358363594721,rojo,6,1.007408572286782,2023-11-27,2.37,60.0,118.5,0,,0.0,1,0,1
2024-01-01,sdki-297,seco - embragues,0.0,100,13.63570584179024,24.578299755759023,rojo,4,0.35445101905820137,2022-08-08,10.32,1500.0,1032.0,1,,0.0,1,0,1
2024-12-01,ni-009,ito koyama - palieres,0.0,100,16.44046147664388,1.1087061939521365,rojo,6,0.5291729967270012,2024-10-24,7.8,100.0,780.0,2,,0.0,1,0,1
2024-10-01,cf-1711,mann - brasil,5.0,50,1.0,1.707825127659933,verde,4,0.35333039588675896,2021-11-24,21.5,20.0,1075.0,0,,5.0,0,0,0
2024-04-01,t1104,ito koyama - trapecios,0.0,150,23.987839344346806,0.8452207198463857,rojo,6,0.7063412497898136,2024-03-19,17.1,40.0,2565.0,2,,0.0,1,0,1
2025-01-01,k16tr11,denso - bujias - japon,2416.0,1950,646.9801025390625,0.4370434813239958,verde,3,0.38279566688515665,2024-08-26,1.49,3360.0,2905.5,3,,3.7342724923354655,0,0,0
2025-01-01,54651-f2000,ito koyama - amortiguadores,0.0,50,1.218808119432726,7.10620448485169,rojo,6,0.6397716010550235,2023-12-23,11.1,78.0,555.0,3,,0.0,1,0,1
2025-01-01,eo-31070,sakura filter,167.0,100,13.670435587565104,1.259502257963629,verde,6,0.8768022640873964,2024-08-29,1.84,100.0,184.0,2,,12.216143291871875,0,0,0
2025-01-01,17643,narva,26490.0,2300,571.5625504076532,5.6974195874220595,verde,4,0.4584651770450592,2024-09-16,0.24394571542739868,30000.0,561.075145483017,3,,46.34663341939853,0,0,0
2024-11-01,c-5504,sakura filter,212.0,50,6.998812993367513,2.8213795239912636,verde,6,0.9097748062647234,2024-09-17,2.25,200.0,112.5,0,,30.290850777253755,0,0,0
2024-05-01,sm030,ito koyama - torretas,0.0,50,3.6091018392983187,2.410200456454225,rojo,6,0.6424387791272577,2023-05-19,4.73,150.0,236.50000000000003,0,,0.0,1,0,1
2025-01-01,eo-3006,sakura filter,3.0,100,10.007374608170862,0.4686959310980305,amarillo,6,0.8024144249249422,2019-12-31,1.78,250.0,178.0,0,,0.2997789247891798,0,0,1
2024-12-01,17059,narva,10.0,100,20.003042221069336,3.242822506755437,amarillo,4,0.4931046749798862,2024-05-29,0.22788931131362913,400.0,22.788931131362915,0,,0.4999239560403934,0,0,1
2025-01-01,96408735,ito koyama - amortiguadores,87.0,100,11.925575606946081,2.5581012474252973,verde,6,0.7866685997851333,2024-09-19,6.6,99.0,660.0,3,,7.295245350616589,0,0,0
2024-09-01,d25600100,valvoline,11.0,50,21.55975151062012,0.6976279645970136,amarillo,2,0.4266094725146064,2023-11-22,11.21,51.0,560.5,1,,0.5102099620481019,0,0,1
2025-01-01,t031,ito koyama - resortes,0.0,100,10.179068247477213,0.8835607369450272,rojo,6,0.805844456625817,2024-01-22,4.41,160.0,441.0,2,,0.0,1,0,1
2024-08-01,af6100/2f,prestone - usa,240.0,100,28.025281837391546,0.603848641332122,verde,3,0.3844439913287777,2023-04-20,7.39,432.0,739.0,0,,8.563696215172051,0,0,0
2024-12-01,skf-6200-2z/c3,skf - rodajes,35.0,50,10.0,0.5217491947499509,verde,4,0.458440825277679,2023-04-21,0.96,150.0,48.0,0,,3.5,0,0,0
2024-06-01,099830015,monark - alemania,0.0,650,157.88660000000004,0.746428957224729,rojo,4,0.44255121720487894,,,,,0,,0.0,1,0,1
2024-12-01,4853109450,ito koyama - amortiguadores,51.0,150,19.198471069335938,0.5981876756309868,verde,6,0.7964124791480881,2024-08-22,6.35,100.0,952.5,2,,2.6564615388283657,0,0,0
2025-01-01,eo-1801,sakura filter,225.0,450,72.54214986165364,0.8875428038786917,verde,6,1.5093040447182757,2024-09-17,1.4,400.0,630.0,3,,3.1016450495208825,0,0,0
2023-07-01,a-1844,sakura filter,0.0,100,10.149340947469076,1.171919405460566,rojo,6,0.681176903096685,2022-02-03,3.87,120.0,387.0,0,,0.0,1,0,1
2024-11-01,mwmwc1114,wagner - pastillas,1.0,50,0.1358687874304869,31.056897223111307,amarillo,3,2.034906658703913,2024-07-20,5.9,20.0,295.0,0,,7.3600421326466865,0,0,1
2025-01-01,k004,ito koyama - resortes,0.0,150,23.354914176420067,1.1161945267843787,rojo,6,0.7735381271026674,2024-01-22,3.78,280.0,567.0,3,,0.0,1,0,1
2024-12-01,sfc-89010,sakura filter,155.0,150,23.63098371256201,0.530386509297822,verde,6,0.8549495216316741,2024-09-17,13.33,96.0,1999.5,1,,6.559185258022223,0,0,0
2022-05-01,krb-962,sankei - japon,0.0,50,5.0,1.1469767022723503,rojo,4,0.6850321965141414,2019-03-27,6.512654274702072,300.0,325.6327137351036,0,,0.0,1,0,1
2024-10-01,bdd015,ishikawa - discos de freno,16.0,0,0.0,-34.14223237494874,verde,6,0.5847683097327405,2024-01-09,13.81,50.0,0.0,0,,inf,0,0,0
2023-06-01,s-lapiceros,sin definicion,0.0,0,,,rojo,0,-0.9978390688259109,2022-10-26,2.9887498895511073,5000.0,0.0,1,,0.0,1,0,
2024-11-01,fc-55014,sakura filter,4.0,150,21.614754315469117,0.6086599871557224,amarillo,6,0.6609614619442766,2024-09-17,2.99,40.0,448.50000000000006,0,,0.18505877705661933,0,0,1
2024-12-01,ch-004,ito koyama - palieres,194.0,50,4.001365025838216,14.170896483423212,verde,6,0.6166475444374855,2024-10-24,6.5,200.0,325.0,2,,48.48345470789944,0,0,0
2025-01-01,t003,ito koyama - resortes,484.0,350,54.303640637191336,0.7615480773075929,verde,6,0.7820228422042526,2024-09-20,4.7,640.0,1645.0,3,,8.91284625341527,0,0,0
2024-12-01,ho-5025,ito koyama - palieres,0.0,50,5.900408426920573,1.7587356737734385,rojo,6,0.5158816059675513,2024-10-24,7.6,50.0,380.0,2,,0.0,1,0,1
2024-12-01,a-6211-s,sakura filter,52.0,50,6.333333333333333,0.4051264294300172,verde,6,0.7843482392043014,2024-10-16,17.02,72.0,851.0,0,,8.210526315789474,0,0,0
2024-12-01,a-1088-s,sakura filter,105.0,50,7.472709019978841,1.8963119873636904,verde,6,0.8838271275023621,2024-02-28,9.21,60.0,460.50000000000006,0,,14.051129211544934,0,0,0
2024-12-01,ca-14060,sakura filter,284.0,250,40.0726318359375,0.5187577722990109,verde,6,0.7995851365506981,2024-09-17,1.84,200.0,460.0,0,,7.087131216205925,0,0,0
2024-08-01,55311-38601,ito koyama - amortiguadores,0.0,150,24.80186685833024,0.43451468801827425,rojo,6,0.6819000646436845,2022-03-18,8.3,250.0,1245.0,2,,0.0,1,0,1
2024-12-01,a-1053,sakura filter,127.0,50,6.4824875,0.35345812043261476,verde,6,0.8799306346889807,2024-04-18,2.62,60.0,131.0,0,,19.591244873206463,0,0,0
2023-11-01,rhy009,ito koyama - direccion,0.0,100,10.00108273824056,1.220068246393562,rojo,6,0.7173685202053922,2023-05-19,3.94,120.0,394.0,0,,0.0,1,0,1
2024-12-01,icd2038,ishikawa - pastillas de freno,96.0,100,13.0,0.2937548522407589,verde,6,0.9593326794584636,2024-07-26,4.0,100.0,400.0,0,,7.384615384615385,0,0,0
2024-11-01,c-4906,sakura filter,33.0,200,25.5,0.8536592649969365,verde,6,1.0082561360516757,2023-10-25,2.27,144.0,454.0,1,,1.2941176470588236,0,0,0
2024-09-01,s-gorros,sin definicion,0.0,0,,,rojo,0,-1.0,2023-10-05,38.64599861791139,100.0,0.0,0,,0.0,1,0,
2024-08-01,fc-28040,sakura filter,1.0,50,7.333333333333333,0.5625860815675711,amarillo,6,0.8919519552132915,2023-10-23,4.72,24.0,236.0,0,,0.13636363636363638,0,0,1
2024-12-01,fxe20hr11,denso - bujias - japon,192.0,100,22.08824015569317,1.1803659884622146,verde,3,0.3492279416712243,2024-08-26,10.67,192.0,1067.0,1,,8.6924082066589,0,0,0
2023-09-01,14606,spaco - italia,0.0,100,23.5,3.0068329207103863,rojo,4,0.5173583294381531,2022-05-25,8.535537421703339,200.0,853.5537421703339,1,,0.0,1,0,1
2024-12-01,ni-046,ito koyama - palieres,0.0,150,17.312700907389324,0.568446542926138,rojo,6,0.5854475653328273,2024-10-24,9.1,50.0,1365.0,2,,0.0,1,0,1
2024-12-01,tni010,ito koyama - direccion,6.0,100,10.0,0.7505553499465135,amarillo,6,0.6479660480776108,2023-05-19,3.56,120.0,356.0,1,,0.6,0,0,1
2024-08-01,sdhd-097,seco - embragues,0.0,50,4.229213663891083,0.3717783762264401,rojo,4,0.36612198584963457,2021-08-27,14.21,50.0,710.5,0,,0.0,1,0,1
2024-06-01,sgddw-010,seco - embragues,0.0,150,34.6,0.4796923664869193,rojo,4,0.43106574390008523,2023-05-23,9.51,150.0,1426.5,0,,0.0,1,0,1
2024-12-01,sk-026,ito koyama - palieres,68.0,50,8.0,0.5762215285808056,verde,6,0.6030964055276394,2024-10-24,5.2,50.0,260.0,0,,8.5,0,0,0
2025-01-01,41602-58m00,ito koyama - amortiguadores,0.0,150,16.769657,0.46275829123290224,rojo,6,0.6806316866235174,2024-02-29,10.6,149.0,1590.0,3,,0.0,1,0,1
2024-12-01,a-1508,sakura filter,40.0,50,7.350426990275852,0.9728885129760247,verde,6,0.8693950690137213,2023-10-23,5.21,36.0,260.5,0,,5.441860731753061,0,0,0
2025-01-01,a-5573-s,sakura filter,35.0,0,0.0,-6.317426387516821,verde,6,0.9822127194057533,2024-09-17,20.63,57.0,0.0,3,,inf,0,0,0
2024-12-01,c-1309,sakura filter,86.0,100,15.002718607584635,2.0066610121764943,verde,6,0.9220498318867624,2024-08-29,5.28,204.0,528.0,2,,5.732294409396084,0,0,0
2024-12-01,48510-bz750,ito koyama - amortiguadores,56.0,150,24.231000264485676,0.80251716362236,verde,6,0.7927636967488713,2024-09-19,10.2,102.0,1530.0,2,,2.3110890755127746,0,0,0
2025-01-01,sfc-7926-30,sakura filter,133.0,50,2.0225423333333326,4.2882042127038105,verde,6,0.8883648880643332,2023-02-17,7.94,300.0,397.0,0,,65.7588213645961,0,0,0
2024-12-01,p2550cf500,prextoline - lubricantes,43.0,50,8.0,1.8488915598271307,verde,2,0.4808335402311966,2024-03-30,39.43,20.0,1971.5,1,,5.375,0,0,0
2024-12-01,a-1857,sakura filter,84.0,50,7.428714116414388,0.9219721131618243,verde,6,0.9686999948777093,2024-08-29,3.03,90.0,151.5,0,,11.30747511394936,0,0,0
2024-12-01,c-38100,sakura filter,0.0,250,39.20804087320963,1.2700662478618563,rojo,6,0.8463214455604929,2024-10-16,2.43,192.0,607.5,0,,0.0,1,0,1
2024-10-01,ctx-110,aisin - japon,0.0,150,17.946758322056926,0.4644292681605221,rojo,6,0.3862628246838601,2023-10-26,71.71,20.0,10756.499999999998,1,,0.0,1,0,1
2024-12-01,5531007100,ito koyama - amortiguadores,0.0,250,34.0,0.9666034014615467,rojo,6,0.761218583316907,2024-08-22,6.5,150.0,1625.0,2,,0.0,1,0,1
2024-08-01,fs-1901,sakura filter,0.0,50,4.0,0.9316949906249123,rojo,6,0.7661328103069033,2023-07-27,1.06,50.0,53.0,0,,0.0,1,0,1
2024-12-01,bdd082,ishikawa - discos de freno,100.0,50,4.000965754191081,0.7310705236771227,verde,6,0.6758195682091889,2024-07-24,10.44,100.0,522.0,0,,24.993965493268284,0,0,0
2024-12-01,bdd068,ishikawa - discos de freno,94.0,50,4.0,0.408248290463863,verde,6,0.6211454120750918,2024-07-24,11.59,100.0,579.5,0,,23.5,0,0,0
2024-11-01,c-57430,sakura filter,294.0,50,6.50427463927814,0.8502439263992666,verde,6,0.8266921298464375,2024-09-17,13.63,120.0,681.5,0,,45.20104336071344,0,0,0
2024-12-01,ca-28330,sakura filter,223.0,150,18.0,1.1952117453197002,verde,6,0.9586421238275766,2024-10-22,1.61,200.0,241.50000000000003,1,,12.38888888888889,0,0,0
2024-12-01,a-14540,sakura filter,21.0,50,0.6882496438721191,10.13318163411221,verde,6,0.8186050659749191,2022-09-05,1.58,40.0,79.0,0,,30.51218433162303,0,0,0
