Descripcion,mes,value,year,fecha
Sistema de transmisión,8,4800997.290999999,2020,2020-08-01
Partes eléctricas,8,4118721.185,2020,2020-08-01
Partes de carrocería,8,3300417.637,2020,2020-08-01
Sistema de frenos,8,2685838.8439999996,2020,2020-08-01
Baterías,8,3149008.105999997,2020,2020-08-01
Sistema de suspensión,8,1552575.1749999998,2020,2020-08-01
Accesorios,8,2056885.7440000006,2020,2020-08-01
Productos de caucho,8,1329704.6700000004,2020,2020-08-01
Ruedas y sus partes,8,1201638.0280000009,2020,2020-08-01
Sistema de dirección,8,1263293.992,2020,2020-08-01
Ejes y diferencial,8,617022.399,2020,2020-08-01
Sistema de enfriamiento,8,881538.5139999997,2020,2020-08-01
Sistema de escape,8,353087.8319999995,2020,2020-08-01
Neumáticos,9,31286306.69299998,2020,2020-09-01
Lubricantes,9,23037101.531999994,2020,2020-09-01
Partes de Motor,9,16801688.48800001,2020,2020-09-01
Filtros,9,11037159.404000007,2020,2020-09-01
Otros consumibles,9,6158620.5399999935,2020,2020-09-01
Sistema de transmisión,9,4342221.145999996,2020,2020-09-01
Partes eléctricas,9,5266588.699000002,2020,2020-09-01
Partes de carrocería,9,4059111.695000003,2020,2020-09-01
Sistema de frenos,9,2739949.0490000006,2020,2020-09-01
Baterías,9,4681872.059000001,2020,2020-09-01
Sistema de suspensión,9,1816751.508,2020,2020-09-01
Accesorios,9,1925234.0649999997,2020,2020-09-01
Productos de caucho,9,1187370.9160000002,2020,2020-09-01
Ruedas y sus partes,9,1226676.0259999994,2020,2020-09-01
Sistema de dirección,9,775318.226,2020,2020-09-01
Ejes y diferencial,9,862275.348000001,2020,2020-09-01
Sistema de enfriamiento,9,399066.0260000006,2020,2020-09-01
Sistema de escape,9,415629.24699999974,2020,2020-09-01
Neumáticos,10,32119640.43700005,2020,2020-10-01
Lubricantes,10,24530983.615000006,2020,2020-10-01
Partes de Motor,10,22114132.73199999,2020,2020-10-01
Filtros,10,14504993.547000008,2020,2020-10-01
Otros consumibles,10,7877499.026000002,2020,2020-10-01
Sistema de transmisión,10,5056597.616,2020,2020-10-01
Partes eléctricas,10,5548289.801000005,2020,2020-10-01
Partes de carrocería,10,3712673.2760000015,2020,2020-10-01
Sistema de frenos,10,3064106.0370000023,2020,2020-10-01
Baterías,10,4972877.119000009,2020,2020-10-01
Sistema de suspensión,10,2632669.9379999954,2020,2020-10-01
Accesorios,10,2231958.7970000003,2020,2020-10-01
Productos de caucho,10,1463495.7009999985,2020,2020-10-01
Ruedas y sus partes,10,1387649.8679999989,2020,2020-10-01
Sistema de dirección,10,1168061.9799999995,2020,2020-10-01
Ejes y diferencial,10,1028762.2340000002,2020,2020-10-01
Sistema de enfriamiento,10,1190377.3429999992,2020,2020-10-01
Sistema de escape,10,460858.2520000001,2020,2020-10-01
Neumáticos,11,33241895.467999984,2020,2020-11-01
Lubricantes,11,27398749.909,2020,2020-11-01
Partes de Motor,11,23691303.26400001,2020,2020-11-01
Filtros,11,11848399.758000003,2020,2020-11-01
Otros consumibles,11,7410422.0069999965,2020,2020-11-01
Sistema de transmisión,11,7158695.661000002,2020,2020-11-01
Partes eléctricas,11,6622387.200999994,2020,2020-11-01
Partes de carrocería,11,4127428.019000002,2020,2020-11-01
Sistema de frenos,11,3178128.209000002,2020,2020-11-01
Baterías,11,4579457.964999996,2020,2020-11-01
Sistema de suspensión,11,2155989.712000003,2020,2020-11-01
Accesorios,11,2042407.2069999997,2020,2020-11-01
Productos de caucho,11,1925667.1240000003,2020,2020-11-01
Ruedas y sus partes,11,1575736.0419999987,2020,2020-11-01
Sistema de dirección,11,1250029.3639999998,2020,2020-11-01
Ejes y diferencial,11,667875.3260000001,2020,2020-11-01
Sistema de enfriamiento,11,885873.4119999983,2020,2020-11-01
Sistema de escape,11,468213.34799999994,2020,2020-11-01
Neumáticos,12,42661220.70199997,2020,2020-12-01
Lubricantes,12,28654840.184000053,2020,2020-12-01
Partes de Motor,12,26713960.35999998,2020,2020-12-01
Filtros,12,13660009.32099999,2020,2020-12-01
Otros consumibles,12,9000252.104000002,2020,2020-12-01
Sistema de transmisión,12,7624271.552999993,2020,2020-12-01
Partes eléctricas,12,6825762.567999993,2020,2020-12-01
Partes de carrocería,12,10078498.036000034,2020,2020-12-01
Sistema de frenos,12,4021776.7709999974,2020,2020-12-01
Baterías,12,4553686.954999989,2020,2020-12-01
Sistema de suspensión,12,3074228.042000002,2020,2020-12-01
Accesorios,12,3056778.396999999,2020,2020-12-01
Productos de caucho,12,2029189.3909999994,2020,2020-12-01
Ruedas y sus partes,12,2481508.4089999995,2020,2020-12-01
Sistema de dirección,12,1484711.508999999,2020,2020-12-01
Ejes y diferencial,12,1211394.8490000025,2020,2020-12-01
Sistema de enfriamiento,12,1253722.2859999961,2020,2020-12-01
Sistema de escape,12,394687.1270000001,2020,2020-12-01
Neumáticos,1,36060012.18399998,2021,2021-01-01
Lubricantes,1,24853709.780999992,2021,2021-01-01
Partes de Motor,1,23694331.155,2021,2021-01-01
Filtros,1,13289581.240000019,2021,2021-01-01
Otros consumibles,1,7795996.803000008,2021,2021-01-01
Partes eléctricas,1,8264380.491000001,2021,2021-01-01
Sistema de transmisión,1,5658656.677000001,2021,2021-01-01
Partes de carrocería,1,5204001.108000004,2021,2021-01-01
Baterías,1,4167451.7739999993,2021,2021-01-01
Sistema de frenos,1,4109967.5160000054,2021,2021-01-01
Sistema de suspensión,1,3231198.344999995,2021,2021-01-01
Accesorios,1,2124376.585,2021,2021-01-01
Productos de caucho,1,1488067.144,2021,2021-01-01
Ruedas y sus partes,1,1404507.135,2021,2021-01-01
Sistema de dirección,1,1202535.7309999997,2021,2021-01-01
Ejes y diferencial,1,775065.8239999994,2021,2021-01-01
Sistema de enfriamiento,1,644506.3700000007,2021,2021-01-01
Sistema de escape,1,449539.4620000004,2021,2021-01-01
Neumáticos,2,40320324.17000001,2021,2021-02-01
Lubricantes,2,29149720.118000016,2021,2021-02-01
Partes de Motor,2,24352354.98999999,2021,2021-02-01
Filtros,2,12633861.075999996,2021,2021-02-01
Otros consumibles,2,9005371.143,2021,2021-02-01
Partes eléctricas,2,8155407.516999999,2021,2021-02-01
Sistema de transmisión,2,6292154.087999994,2021,2021-02-01
Partes de carrocería,2,7680204.737000007,2021,2021-02-01
Baterías,2,4907621.439999989,2021,2021-02-01
Sistema de frenos,2,3010441.7950000013,2021,2021-02-01
Sistema de suspensión,2,4359971.215999998,2021,2021-02-01
Accesorios,2,2349960.768,2021,2021-02-01
Productos de caucho,2,2529149.9620000017,2021,2021-02-01
Ruedas y sus partes,2,2168907.318999999,2021,2021-02-01
Sistema de dirección,2,1364781.7459999996,2021,2021-02-01
Ejes y diferencial,2,987329.5980000001,2021,2021-02-01
Sistema de enfriamiento,2,1428415.077999999,2021,2021-02-01
Sistema de escape,2,526721.4289999999,2021,2021-02-01
Neumáticos,3,37568268.33400001,2021,2021-03-01
Lubricantes,3,27835104.876999997,2021,2021-03-01
Partes de Motor,3,29313840.448,2021,2021-03-01
Filtros,3,15689843.870000014,2021,2021-03-01
Otros consumibles,3,10226668.408999996,2021,2021-03-01
Partes eléctricas,3,7090841.858999996,2021,2021-03-01
Sistema de transmisión,3,6735574.123999996,2021,2021-03-01
Partes de carrocería,3,5329167.558999989,2021,2021-03-01
Baterías,3,4931140.996999996,2021,2021-03-01
Sistema de frenos,3,3799807.2660000003,2021,2021-03-01
Sistema de suspensión,3,3894593.857,2021,2021-03-01
Accesorios,3,3049526.2369999993,2021,2021-03-01
Productos de caucho,3,2412759.063,2021,2021-03-01
Ruedas y sus partes,3,1773699.3659999976,2021,2021-03-01
Sistema de dirección,3,1655592.386,2021,2021-03-01
Ejes y diferencial,3,1101454.9500000004,2021,2021-03-01
Sistema de enfriamiento,3,782218.5189999987,2021,2021-03-01
Sistema de escape,3,582953.9149999999,2021,2021-03-01
Neumáticos,4,44895771.30099998,2021,2021-04-01
Lubricantes,4,33034873.631000027,2021,2021-04-01
Partes de Motor,4,24440553.091000006,2021,2021-04-01
Filtros,4,13701128.081,2021,2021-04-01
Otros consumibles,4,9241805.227999987,2021,2021-04-01
Partes eléctricas,4,5631977.904,2021,2021-04-01
Sistema de transmisión,4,6593524.526000004,2021,2021-04-01
Partes de carrocería,4,5397374.985999995,2021,2021-04-01
Baterías,4,3580064.7469999907,2021,2021-04-01
Sistema de frenos,4,3456784.117999999,2021,2021-04-01
Sistema de suspensión,4,3030639.0570000005,2021,2021-04-01
Accesorios,4,1943000.562,2021,2021-04-01
Productos de caucho,4,1887870.1830000011,2021,2021-04-01
Ruedas y sus partes,4,1395154.3749999974,2021,2021-04-01
Sistema de dirección,4,1175577.6420000005,2021,2021-04-01
Ejes y diferencial,4,1088835.7770000002,2021,2021-04-01
Sistema de enfriamiento,4,754147.5589999998,2021,2021-04-01
Sistema de escape,4,508516.8469999996,2021,2021-04-01
Neumáticos,5,36729985.11799997,2021,2021-05-01
Lubricantes,5,33114282.914000005,2021,2021-05-01
Partes de Motor,5,26527214.385000017,2021,2021-05-01
Filtros,5,15080502.26600001,2021,2021-05-01
Otros consumibles,5,9528288.443000004,2021,2021-05-01
Partes eléctricas,5,8142643.963999996,2021,2021-05-01
Sistema de transmisión,5,7687342.198000004,2021,2021-05-01
Partes de carrocería,5,6417499.706999998,2021,2021-05-01
Baterías,5,3679054.9590000026,2021,2021-05-01
Sistema de frenos,5,3990637.6249999953,2021,2021-05-01
Sistema de suspensión,5,3361432.2779999976,2021,2021-05-01
Accesorios,5,2242018.397,2021,2021-05-01
Productos de caucho,5,1979334.195999999,2021,2021-05-01
Ruedas y sus partes,5,1843593.0959999994,2021,2021-05-01
Sistema de dirección,5,1455642.7590000005,2021,2021-05-01
Ejes y diferencial,5,1058633.6360000009,2021,2021-05-01
Sistema de enfriamiento,5,854871.524,2021,2021-05-01
Sistema de escape,5,568906.5859999994,2021,2021-05-01
Neumáticos,6,41612628.336000025,2021,2021-06-01
Lubricantes,6,26969666.916999996,2021,2021-06-01
Partes de Motor,6,25200719.845999997,2021,2021-06-01
Filtros,6,15859399.53900002,2021,2021-06-01
Otros consumibles,6,8884795.13400001,2021,2021-06-01
Partes eléctricas,6,8299215.253999994,2021,2021-06-01
Sistema de transmisión,6,8974798.524,2021,2021-06-01
Partes de carrocería,6,4889456.293999998,2021,2021-06-01
Baterías,6,3947521.602000007,2021,2021-06-01
Sistema de frenos,6,3313790.1610000017,2021,2021-06-01
Sistema de suspensión,6,3432041.821999997,2021,2021-06-01
Accesorios,6,2423016.0230000005,2021,2021-06-01
Productos de caucho,6,2058979.8379999972,2021,2021-06-01
Ruedas y sus partes,6,1237804.1320000004,2021,2021-06-01
Sistema de dirección,6,1346263.5110000004,2021,2021-06-01
Ejes y diferencial,6,755316.9170000005,2021,2021-06-01
Sistema de enfriamiento,6,1020819.5929999979,2021,2021-06-01
Sistema de escape,6,545141.5159999988,2021,2021-06-01
Neumáticos,7,44144774.72999997,2021,2021-07-01
Lubricantes,7,35106260.553000025,2021,2021-07-01
Partes de Motor,7,27458875.739,2021,2021-07-01
Filtros,7,13302331.712000012,2021,2021-07-01
Otros consumibles,7,9579170.093000002,2021,2021-07-01
Partes eléctricas,7,7356087.764000001,2021,2021-07-01
Sistema de transmisión,7,6637769.723000003,2021,2021-07-01
Partes de carrocería,7,5581993.776000001,2021,2021-07-01
Baterías,7,4567457.307999992,2021,2021-07-01
Sistema de frenos,7,3623867.0100000063,2021,2021-07-01
Sistema de suspensión,7,3814651.1980000045,2021,2021-07-01
Accesorios,7,2360094.1210000007,2021,2021-07-01
Productos de caucho,7,2655358.8200000017,2021,2021-07-01
Ruedas y sus partes,7,2364280.664999999,2021,2021-07-01
Sistema de dirección,7,2173502.8370000008,2021,2021-07-01
Ejes y diferencial,7,1115632.2940000016,2021,2021-07-01
Sistema de enfriamiento,7,731473.5139999997,2021,2021-07-01
Sistema de escape,7,533701.3910000003,2021,2021-07-01
Neumáticos,8,42472475.80199999,2021,2021-08-01
Lubricantes,8,30897323.501000013,2021,2021-08-01
Partes de Motor,8,24333676.23600001,2021,2021-08-01
Filtros,8,13500573.79300002,2021,2021-08-01
Otros consumibles,8,9269658.075000001,2021,2021-08-01
Partes eléctricas,8,7151715.986999993,2021,2021-08-01
Sistema de transmisión,8,7476047.310999998,2021,2021-08-01
Partes de carrocería,8,5352126.766999995,2021,2021-08-01
Baterías,8,3176504.158999996,2021,2021-08-01
Sistema de frenos,8,3262214.6439999933,2021,2021-08-01
Sistema de suspensión,8,3413177.3379999944,2021,2021-08-01
Accesorios,8,2111319.8739999994,2021,2021-08-01
Productos de caucho,8,2863798.8980000005,2021,2021-08-01
Ruedas y sus partes,8,2149787.931999999,2021,2021-08-01
Sistema de dirección,8,1950956.4880000006,2021,2021-08-01
Ejes y diferencial,8,1033916.1549999997,2021,2021-08-01
Sistema de enfriamiento,8,715362.1960000001,2021,2021-08-01
Sistema de escape,8,458196.17300000024,2021,2021-08-01
Neumáticos,9,39883134.880000025,2021,2021-09-01
Lubricantes,9,32253448.426000018,2021,2021-09-01
Partes de Motor,9,25216627.55799999,2021,2021-09-01
Filtros,9,14924387.999000015,2021,2021-09-01
Otros consumibles,9,7699162.032999998,2021,2021-09-01
Partes eléctricas,9,6302883.983000004,2021,2021-09-01
Sistema de transmisión,9,6510054.028,2021,2021-09-01
Partes de carrocería,9,5256789.224000001,2021,2021-09-01
Baterías,9,3849766.5850000083,2021,2021-09-01
Sistema de frenos,9,3542351.8989999983,2021,2021-09-01
Sistema de suspensión,9,2990004.6100000013,2021,2021-09-01
Accesorios,9,2655949.7229999998,2021,2021-09-01
Productos de caucho,9,1952148.5480000002,2021,2021-09-01
Ruedas y sus partes,9,2108245.2640000023,2021,2021-09-01
Sistema de dirección,9,1500437.4430000004,2021,2021-09-01
Ejes y diferencial,9,1382814.5619999978,2021,2021-09-01
Sistema de enfriamiento,9,907746.4910000009,2021,2021-09-01
Sistema de escape,9,427571.5349999998,2021,2021-09-01
Neumáticos,10,38558394.641000025,2021,2021-10-01
Lubricantes,10,35087931.427000016,2021,2021-10-01
Partes de Motor,10,27137727.720000006,2021,2021-10-01
Filtros,10,14755499.610999998,2021,2021-10-01
Otros consumibles,10,11119470.465000024,2021,2021-10-01
Partes eléctricas,10,7661574.991999978,2021,2021-10-01
Sistema de transmisión,10,5772941.512999997,2021,2021-10-01
Partes de carrocería,10,6056558.221999998,2021,2021-10-01
Baterías,10,4789462.932000007,2021,2021-10-01
Sistema de frenos,10,4298680.037000005,2021,2021-10-01
Sistema de suspensión,10,3752596.1239999942,2021,2021-10-01
Accesorios,10,2400292.6050000004,2021,2021-10-01
Productos de caucho,10,2248777.2209999985,2021,2021-10-01
Ruedas y sus partes,10,2235174.677000004,2021,2021-10-01
Sistema de dirección,10,1451923.6859999995,2021,2021-10-01
Ejes y diferencial,10,1021323.1110000003,2021,2021-10-01
Sistema de enfriamiento,10,694463.7289999994,2021,2021-10-01
Sistema de escape,10,724152.4349999998,2021,2021-10-01
Neumáticos,11,42777345.938,2021,2021-11-01
Lubricantes,11,20550491.542000018,2021,2021-11-01
Partes de Motor,11,23157801.789999984,2021,2021-11-01
Filtros,11,15547863.366999995,2021,2021-11-01
Otros consumibles,11,9937835.389999995,2021,2021-11-01
Partes eléctricas,11,7899155.724000002,2021,2021-11-01
Sistema de transmisión,11,6652303.454999998,2021,2021-11-01
Partes de carrocería,11,5828306.336999981,2021,2021-11-01
Baterías,11,2661223.119999999,2021,2021-11-01
Sistema de frenos,11,4179210.740000001,2021,2021-11-01
Sistema de suspensión,11,3430796.0929999957,2021,2021-11-01
Accesorios,11,2018907.9919999994,2021,2021-11-01
Productos de caucho,11,2118941.8710000017,2021,2021-11-01
Ruedas y sus partes,11,1655888.5880000007,2021,2021-11-01
Sistema de dirección,11,1469368.7240000023,2021,2021-11-01
Ejes y diferencial,11,1057866.7880000004,2021,2021-11-01
Sistema de enfriamiento,11,715285.8219999999,2021,2021-11-01
Sistema de escape,11,693427.6469999994,2021,2021-11-01
Neumáticos,12,63170077.188999996,2021,2021-12-01
Lubricantes,12,34240071.264,2021,2021-12-01
Partes de Motor,12,28525853.403999995,2021,2021-12-01
Filtros,12,18041986.711999964,2021,2021-12-01
Otros consumibles,12,11921019.503999995,2021,2021-12-01
Partes eléctricas,12,8058166.922999993,2021,2021-12-01
Sistema de transmisión,12,9007986.685999995,2021,2021-12-01
Partes de carrocería,12,7667672.147000001,2021,2021-12-01
Baterías,12,3715682.1330000004,2021,2021-12-01
Sistema de frenos,12,4421376.1439999975,2021,2021-12-01
Sistema de suspensión,12,3720099.4229999944,2021,2021-12-01
Accesorios,12,3456935.5820000004,2021,2021-12-01
Productos de caucho,12,2373786.575,2021,2021-12-01
Ruedas y sus partes,12,2568817.8219999964,2021,2021-12-01
Sistema de dirección,12,1686185.4879999994,2021,2021-12-01
Ejes y diferencial,12,747472.3709999986,2021,2021-12-01
Sistema de enfriamiento,12,967775.8199999997,2021,2021-12-01
Sistema de escape,12,537862.363,2021,2021-12-01
Neumáticos,1,53820157.41199997,2022,2022-01-01
Lubricantes,1,24622534.11200003,2022,2022-01-01
Partes de Motor,1,24434978.922999993,2022,2022-01-01
Filtros,1,12063889.968000006,2022,2022-01-01
Otros consumibles,1,10083015.84399999,2022,2022-01-01
Sistema de transmisión,1,6337611.729999996,2022,2022-01-01
Partes eléctricas,1,7060012.370999998,2022,2022-01-01
Partes de carrocería,1,6958164.51599999,2022,2022-01-01
Sistema de frenos,1,3899653.4289999977,2022,2022-01-01
Sistema de suspensión,1,3533308.6580000003,2022,2022-01-01
Baterías,1,2327233.1740000066,2022,2022-01-01
Accesorios,1,2697335.5590000004,2022,2022-01-01
Productos de caucho,1,1903414.2540000016,2022,2022-01-01
Sistema de dirección,1,2239600.460000001,2022,2022-01-01
Ruedas y sus partes,1,2525527.5540000047,2022,2022-01-01
Sistema de enfriamiento,1,1315930.9969999997,2022,2022-01-01
Ejes y diferencial,1,1028962.4539999991,2022,2022-01-01
Sistema de escape,1,320329.4859999999,2022,2022-01-01
Neumáticos,2,43704981.03100004,2022,2022-02-01
Lubricantes,2,32807241.028000016,2022,2022-02-01
Partes de Motor,2,25516711.728999976,2022,2022-02-01
Filtros,2,13102781.505000006,2022,2022-02-01
Otros consumibles,2,9748418.496999996,2022,2022-02-01
Sistema de transmisión,2,5842352.442999994,2022,2022-02-01
Partes eléctricas,2,7614677.350000005,2022,2022-02-01
Partes de carrocería,2,6222835.814000002,2022,2022-02-01
Sistema de frenos,2,3280019.7019999996,2022,2022-02-01
Sistema de suspensión,2,3372378.2489999994,2022,2022-02-01
Baterías,2,3895709.6529999957,2022,2022-02-01
Accesorios,2,2207862.9189999998,2022,2022-02-01
Productos de caucho,2,1696392.9790000005,2022,2022-02-01
Sistema de dirección,2,1636875.4209999996,2022,2022-02-01
Ruedas y sus partes,2,1617111.185,2022,2022-02-01
Sistema de enfriamiento,2,811022.2819999999,2022,2022-02-01
Ejes y diferencial,2,989542.8310000006,2022,2022-02-01
Sistema de escape,2,483842.3439999999,2022,2022-02-01
Neumáticos,3,41424314.16500001,2022,2022-03-01
Lubricantes,3,39041222.700999975,2022,2022-03-01
Partes de Motor,3,23819512.82400001,2022,2022-03-01
Filtros,3,12403883.178999996,2022,2022-03-01
Otros consumibles,3,10834409.741000002,2022,2022-03-01
Sistema de transmisión,3,7469696.497999992,2022,2022-03-01
Partes eléctricas,3,7275415.468,2022,2022-03-01
Partes de carrocería,3,7290736.285,2022,2022-03-01
Sistema de frenos,3,4231043.848999998,2022,2022-03-01
Sistema de suspensión,3,4070307.1619999968,2022,2022-03-01
Baterías,3,4663029.711000006,2022,2022-03-01
Accesorios,3,3269842.2590000015,2022,2022-03-01
Productos de caucho,3,1861788.2679999992,2022,2022-03-01
Sistema de dirección,3,1905800.554000001,2022,2022-03-01
Ruedas y sus partes,3,1363841.4689999972,2022,2022-03-01
Sistema de enfriamiento,3,811418.6960000006,2022,2022-03-01
Ejes y diferencial,3,741124.7989999998,2022,2022-03-01
Sistema de escape,3,428350.08399999945,2022,2022-03-01
Neumáticos,4,34564263.15599999,2022,2022-04-01
Lubricantes,4,52919217.63400005,2022,2022-04-01
Partes de Motor,4,24131843.77499999,2022,2022-04-01
Filtros,4,12450492.514000034,2022,2022-04-01
Otros consumibles,4,10187726.409,2022,2022-04-01
Sistema de transmisión,4,7473519.589999996,2022,2022-04-01
Partes eléctricas,4,6802591.580000006,2022,2022-04-01
Partes de carrocería,4,6979796.378999985,2022,2022-04-01
Sistema de frenos,4,3542957.5650000027,2022,2022-04-01
Sistema de suspensión,4,3784988.574999997,2022,2022-04-01
Baterías,4,3130533.1669999957,2022,2022-04-01
Accesorios,4,2551798.858,2022,2022-04-01
Productos de caucho,4,2262478.3399999985,2022,2022-04-01
Sistema de dirección,4,1350525.0139999993,2022,2022-04-01
Ruedas y sus partes,4,1397493.9929999984,2022,2022-04-01
Sistema de enfriamiento,4,1464055.145000004,2022,2022-04-01
Ejes y diferencial,4,896886.8329999998,2022,2022-04-01
Sistema de escape,4,427966.698,2022,2022-04-01
Neumáticos,5,36153479.32299999,2022,2022-05-01
Lubricantes,5,32110471.44599997,2022,2022-05-01
Partes de Motor,5,25676276.305000007,2022,2022-05-01
Filtros,5,14455468.549000006,2022,2022-05-01
Otros consumibles,5,9638907.387000004,2022,2022-05-01
Sistema de transmisión,5,7482736.302,2022,2022-05-01
Partes eléctricas,5,6319293.682000001,2022,2022-05-01
Partes de carrocería,5,6370823.4849999985,2022,2022-05-01
Sistema de frenos,5,3780014.4020000068,2022,2022-05-01
Sistema de suspensión,5,3724074.7080000066,2022,2022-05-01
Baterías,5,3709762.460999996,2022,2022-05-01
Accesorios,5,1959247.8980000003,2022,2022-05-01
Productos de caucho,5,1784099.4849999999,2022,2022-05-01
Sistema de dirección,5,1822824.5379999997,2022,2022-05-01
Ruedas y sus partes,5,2475219.6599999983,2022,2022-05-01
Sistema de enfriamiento,5,1054180.4009999975,2022,2022-05-01
Ejes y diferencial,5,639481.5,2022,2022-05-01
Sistema de escape,5,340446.75999999983,2022,2022-05-01
Neumáticos,6,53004363.24,2022,2022-06-01
Lubricantes,6,51041067.36100014,2022,2022-06-01
Partes de Motor,6,27479647.902999986,2022,2022-06-01
Filtros,6,17508646.748000015,2022,2022-06-01
Otros consumibles,6,11897174.855999984,2022,2022-06-01
Sistema de transmisión,6,7740077.066999994,2022,2022-06-01
Partes eléctricas,6,7483792.055,2022,2022-06-01
Partes de carrocería,6,7865042.647999994,2022,2022-06-01
Sistema de frenos,6,4116772.788000007,2022,2022-06-01
Sistema de suspensión,6,3262323.778,2022,2022-06-01
Baterías,6,2929822.8310000007,2022,2022-06-01
Accesorios,6,2236199.8499999996,2022,2022-06-01
Productos de caucho,6,2699532.8379999986,2022,2022-06-01
Sistema de dirección,6,1864958.3170000003,2022,2022-06-01
Ruedas y sus partes,6,1842850.5520000025,2022,2022-06-01
Sistema de enfriamiento,6,977741.7499999994,2022,2022-06-01
Ejes y diferencial,6,1104422.3639999982,2022,2022-06-01
Sistema de escape,6,685732.1960000006,2022,2022-06-01
Neumáticos,7,52283457.02199999,2022,2022-07-01
Lubricantes,7,37085287.79599999,2022,2022-07-01
Partes de Motor,7,29084621.240000017,2022,2022-07-01
Filtros,7,21839789.92199993,2022,2022-07-01
Otros consumibles,7,13038395.181999987,2022,2022-07-01
Sistema de transmisión,7,8733918.957,2022,2022-07-01
Partes eléctricas,7,8165232.504999997,2022,2022-07-01
Partes de carrocería,7,8153366.022999998,2022,2022-07-01
Sistema de frenos,7,5656659.057,2022,2022-07-01
Sistema de suspensión,7,5033040.380000015,2022,2022-07-01
Baterías,7,2739238.733,2022,2022-07-01
Accesorios,7,3062523.0910000014,2022,2022-07-01
Productos de caucho,7,2468761.700000002,2022,2022-07-01
Sistema de dirección,7,2079668.3760000004,2022,2022-07-01
Ruedas y sus partes,7,1968371.6779999991,2022,2022-07-01
Sistema de enfriamiento,7,1084128.2280000001,2022,2022-07-01
Ejes y diferencial,7,1264175.2439999997,2022,2022-07-01
Sistema de escape,7,716894.1750000004,2022,2022-07-01
Neumáticos,8,55859847.411000036,2022,2022-08-01
Lubricantes,8,40601213.59499999,2022,2022-08-01
Partes de Motor,8,32256779.725000024,2022,2022-08-01
Filtros,8,16810700.06299997,2022,2022-08-01
Otros consumibles,8,13931367.715000015,2022,2022-08-01
Sistema de transmisión,8,7788766.257000009,2022,2022-08-01
Partes eléctricas,8,8241296.188999993,2022,2022-08-01
Partes de carrocería,8,7608161.240000003,2022,2022-08-01
Sistema de frenos,8,4389786.966,2022,2022-08-01
Sistema de suspensión,8,3802599.1420000037,2022,2022-08-01
Baterías,8,4148231.1680000047,2022,2022-08-01
Accesorios,8,2700176.146000001,2022,2022-08-01
Productos de caucho,8,2556572.1699999995,2022,2022-08-01
Sistema de dirección,8,1768418.0300000007,2022,2022-08-01
Ruedas y sus partes,8,2103387.0310000023,2022,2022-08-01
Sistema de enfriamiento,8,1042400.9149999991,2022,2022-08-01
Ejes y diferencial,8,1191478.394,2022,2022-08-01
Sistema de escape,8,719201.0680000006,2022,2022-08-01
Neumáticos,9,46285457.613000005,2022,2022-09-01
Lubricantes,9,52825036.14699997,2022,2022-09-01
Partes de Motor,9,29180235.651999995,2022,2022-09-01
Filtros,9,16913734.32100001,2022,2022-09-01
Otros consumibles,9,12929815.715999996,2022,2022-09-01
Sistema de transmisión,9,10437000.483999992,2022,2022-09-01
Partes eléctricas,9,7269533.653999997,2022,2022-09-01
Partes de carrocería,9,7400399.837999992,2022,2022-09-01
Sistema de frenos,9,5433712.717999997,2022,2022-09-01
Sistema de suspensión,9,4189625.6520000035,2022,2022-09-01
Baterías,9,3560055.6509999973,2022,2022-09-01
Accesorios,9,3472837.4209999987,2022,2022-09-01
Productos de caucho,9,1825147.0029999996,2022,2022-09-01
Sistema de dirección,9,1783300.24,2022,2022-09-01
Ruedas y sus partes,9,1663471.060000001,2022,2022-09-01
Sistema de enfriamiento,9,1123394.8960000013,2022,2022-09-01
Ejes y diferencial,9,1168282.727000001,2022,2022-09-01
Sistema de escape,9,728618.702,2022,2022-09-01
Neumáticos,10,47050387.38800001,2022,2022-10-01
Lubricantes,10,28245671.63,2022,2022-10-01
Partes de Motor,10,28698368.58599998,2022,2022-10-01
Filtros,10,15081667.006000001,2022,2022-10-01
Otros consumibles,10,11068217.599999992,2022,2022-10-01
Sistema de transmisión,10,8535239.607000003,2022,2022-10-01
Partes eléctricas,10,7599739.620999999,2022,2022-10-01
Partes de carrocería,10,7090880.139,2022,2022-10-01
Sistema de frenos,10,4511938.895000003,2022,2022-10-01
Sistema de suspensión,10,3717230.313,2022,2022-10-01
Baterías,10,2680625.521000008,2022,2022-10-01
Accesorios,10,2334111.592,2022,2022-10-01
Productos de caucho,10,2559189.366000002,2022,2022-10-01
Sistema de dirección,10,1891072.8420000009,2022,2022-10-01
Ruedas y sus partes,10,1738269.2009999978,2022,2022-10-01
Sistema de enfriamiento,10,1379969.8590000002,2022,2022-10-01
Ejes y diferencial,10,1171153.1620000005,2022,2022-10-01
Sistema de escape,10,360033.40900000004,2022,2022-10-01
Neumáticos,11,55268081.60599996,2022,2022-11-01
Lubricantes,11,40431576.31699998,2022,2022-11-01
Partes de Motor,11,30434169.15999999,2022,2022-11-01
Filtros,11,14516118.700999998,2022,2022-11-01
Otros consumibles,11,11180717.889999995,2022,2022-11-01
Sistema de transmisión,11,8086777.001999994,2022,2022-11-01
Partes eléctricas,11,7776090.397000003,2022,2022-11-01
Partes de carrocería,11,6322300.889000003,2022,2022-11-01
Sistema de frenos,11,3917440.028999998,2022,2022-11-01
Sistema de suspensión,11,3186386.820999997,2022,2022-11-01
