Descripcion,mes,value,year,fecha
Baterías,11,3674093.7679999936,2022,2022-11-01
Accesorios,11,2611503.325,2022,2022-11-01
Productos de caucho,11,1929373.8900000008,2022,2022-11-01
Sistema de dirección,11,2121971.7360000005,2022,2022-11-01
Ruedas y sus partes,11,1414468.467,2022,2022-11-01
Sistema de enfriamiento,11,858162.6100000008,2022,2022-11-01
Ejes y diferencial,11,944109.5719999993,2022,2022-11-01
Sistema de escape,11,330709.8910000004,2022,2022-11-01
Neumáticos,12,61156460.58299995,2022,2022-12-01
Lubricantes,12,31662960.22199998,2022,2022-12-01
Partes de Motor,12,27319272.93000002,2022,2022-12-01
Filtros,12,15632884.062000003,2022,2022-12-01
Otros consumibles,12,11493545.876000004,2022,2022-12-01
Sistema de transmisión,12,7709891.906999997,2022,2022-12-01
Partes eléctricas,12,7569497.248999999,2022,2022-12-01
Partes de carrocería,12,8474302.402999997,2022,2022-12-01
Sistema de frenos,12,4153039.6919999914,2022,2022-12-01
Sistema de suspensión,12,4113488.713000002,2022,2022-12-01
Baterías,12,2693889.399999999,2022,2022-12-01
Accesorios,12,3185469.3959999997,2022,2022-12-01
Productos de caucho,12,2343772.7240000013,2022,2022-12-01
Sistema de dirección,12,1897132.669999999,2022,2022-12-01
Ruedas y sus partes,12,1752135.46,2022,2022-12-01
Sistema de enfriamiento,12,1308867.1390000014,2022,2022-12-01
Ejes y diferencial,12,1145149.169999998,2022,2022-12-01
Sistema de escape,12,446428.5180000002,2022,2022-12-01
Neumáticos,1,35677332.28599997,2023,2023-01-01
Partes de Motor,1,24077215.93999999,2023,2023-01-01
Lubricantes,1,19302343.40399999,2023,2023-01-01
Filtros,1,11808120.522999994,2023,2023-01-01
Otros consumibles,1,10415210.559000004,2023,2023-01-01
Sistema de transmisión,1,8459899.281999998,2023,2023-01-01
Partes de carrocería,1,7661065.49,2023,2023-01-01
Partes eléctricas,1,5811509.924000001,2023,2023-01-01
Sistema de frenos,1,3689975.0849999953,2023,2023-01-01
Baterías,1,2512173.5219999966,2023,2023-01-01
Sistema de suspensión,1,2725531.4420000026,2023,2023-01-01
Accesorios,1,2682827.668,2023,2023-01-01
Productos de caucho,1,1601073.5950000011,2023,2023-01-01
Ruedas y sus partes,1,1229418.1610000005,2023,2023-01-01
Sistema de dirección,1,1530423.7740000002,2023,2023-01-01
Sistema de enfriamiento,1,1023082.2209999977,2023,2023-01-01
Ejes y diferencial,1,1060993.162999999,2023,2023-01-01
Sistema de escape,1,301436.8629999999,2023,2023-01-01
Neumáticos,2,36030114.29300004,2023,2023-02-01
Partes de Motor,2,25703428.619000018,2023,2023-02-01
Lubricantes,2,34512694.70200001,2023,2023-02-01
Filtros,2,13548607.497999992,2023,2023-02-01
Otros consumibles,2,8190042.781,2023,2023-02-01
Sistema de transmisión,2,8016228.559999999,2023,2023-02-01
Partes de carrocería,2,8265817.07300001,2023,2023-02-01
Partes eléctricas,2,6735350.051999996,2023,2023-02-01
Sistema de frenos,2,3274804.121999996,2023,2023-02-01
Baterías,2,2931872.385999998,2023,2023-02-01
Sistema de suspensión,2,2652761.098999995,2023,2023-02-01
Accesorios,2,1945827.0960000001,2023,2023-02-01
Productos de caucho,2,1799666.5920000002,2023,2023-02-01
Ruedas y sus partes,2,1016508.2799999996,2023,2023-02-01
Sistema de dirección,2,1440440.304000001,2023,2023-02-01
Sistema de enfriamiento,2,836444.0120000007,2023,2023-02-01
Ejes y diferencial,2,1151109.160999999,2023,2023-02-01
Sistema de escape,2,442032.8640000002,2023,2023-02-01
Neumáticos,3,44678035.059999995,2023,2023-03-01
Partes de Motor,3,27321119.554999977,2023,2023-03-01
Lubricantes,3,38608582.30199997,2023,2023-03-01
Filtros,3,13573067.37600001,2023,2023-03-01
Otros consumibles,3,12027036.14200002,2023,2023-03-01
Sistema de transmisión,3,8203734.572,2023,2023-03-01
Partes de carrocería,3,6069593.187,2023,2023-03-01
Partes eléctricas,3,5727405.424999999,2023,2023-03-01
Sistema de frenos,3,3874799.0489999983,2023,2023-03-01
Baterías,3,2967750.103,2023,2023-03-01
Sistema de suspensión,3,3303728.6860000007,2023,2023-03-01
Accesorios,3,3628483.1990000005,2023,2023-03-01
Productos de caucho,3,2792710.520999997,2023,2023-03-01
Ruedas y sus partes,3,1862734.0849999997,2023,2023-03-01
Sistema de dirección,3,892958.1709999988,2023,2023-03-01
Sistema de enfriamiento,3,1016877.4789999989,2023,2023-03-01
Ejes y diferencial,3,882945.8950000003,2023,2023-03-01
Sistema de escape,3,460532.3070000001,2023,2023-03-01
Neumáticos,4,40233311.763,2023,2023-04-01
Partes de Motor,4,23978147.85899999,2023,2023-04-01
Lubricantes,4,26220845.62499998,2023,2023-04-01
Filtros,4,12439342.98599999,2023,2023-04-01
Otros consumibles,4,9616532.528000006,2023,2023-04-01
Sistema de transmisión,4,8841187.484000012,2023,2023-04-01
Partes de carrocería,4,6212448.161000003,2023,2023-04-01
Partes eléctricas,4,6698249.538000004,2023,2023-04-01
Sistema de frenos,4,3585789.206000003,2023,2023-04-01
Baterías,4,2763418.4719999954,2023,2023-04-01
Sistema de suspensión,4,2360676.494000001,2023,2023-04-01
Accesorios,4,2195154.163,2023,2023-04-01
Productos de caucho,4,2332489.8180000014,2023,2023-04-01
Ruedas y sus partes,4,1177913.663000001,2023,2023-04-01
Sistema de dirección,4,1657804.0710000002,2023,2023-04-01
Sistema de enfriamiento,4,1009083.3099999973,2023,2023-04-01
Ejes y diferencial,4,970450.2769999997,2023,2023-04-01
Sistema de escape,4,392262.07999999984,2023,2023-04-01
Neumáticos,5,41874444.12899997,2023,2023-05-01
Partes de Motor,5,27469636.44399999,2023,2023-05-01
Lubricantes,5,24325405.048999995,2023,2023-05-01
Filtros,5,13229433.780000005,2023,2023-05-01
Otros consumibles,5,10874001.119999988,2023,2023-05-01
Sistema de transmisión,5,7447143.835000012,2023,2023-05-01
Partes de carrocería,5,7107381.232000005,2023,2023-05-01
Partes eléctricas,5,7790756.377000002,2023,2023-05-01
Sistema de frenos,5,4399207.306000001,2023,2023-05-01
Baterías,5,3426697.8889999995,2023,2023-05-01
Sistema de suspensión,5,3940173.847,2023,2023-05-01
Accesorios,5,2813902.0639999993,2023,2023-05-01
Productos de caucho,5,3149905.777,2023,2023-05-01
Ruedas y sus partes,5,1214237.914000001,2023,2023-05-01
Sistema de dirección,5,1391844.8610000003,2023,2023-05-01
Sistema de enfriamiento,5,1203499.9149999989,2023,2023-05-01
Ejes y diferencial,5,1054928.6089999992,2023,2023-05-01
Sistema de escape,5,522357.008,2023,2023-05-01
Neumáticos,6,46098920.87699998,2023,2023-06-01
Partes de Motor,6,31405539.687999986,2023,2023-06-01
Lubricantes,6,24738961.783999998,2023,2023-06-01
Filtros,6,15352430.818999998,2023,2023-06-01
Otros consumibles,6,10766333.276000002,2023,2023-06-01
Sistema de transmisión,6,9156615.383999998,2023,2023-06-01
Partes de carrocería,6,6993256.892,2023,2023-06-01
Partes eléctricas,6,7421086.100999998,2023,2023-06-01
Sistema de frenos,6,4685583.710000005,2023,2023-06-01
Baterías,6,3916680.720000008,2023,2023-06-01
Sistema de suspensión,6,2756493.783000004,2023,2023-06-01
Accesorios,6,2793501.1950000003,2023,2023-06-01
Productos de caucho,6,2885465.4280000012,2023,2023-06-01
Ruedas y sus partes,6,1784880.0160000045,2023,2023-06-01
Sistema de dirección,6,1526234.585,2023,2023-06-01
Sistema de enfriamiento,6,1485560.7690000006,2023,2023-06-01
Ejes y diferencial,6,970723.9779999993,2023,2023-06-01
Sistema de escape,6,575652.3840000002,2023,2023-06-01
Neumáticos,7,52707820.748000026,2023,2023-07-01
Partes de Motor,7,28769463.92799999,2023,2023-07-01
Lubricantes,7,31224020.66300002,2023,2023-07-01
Filtros,7,15824866.467000002,2023,2023-07-01
Otros consumibles,7,12104006.82,2023,2023-07-01
Sistema de transmisión,7,6672533.418999999,2023,2023-07-01
Partes de carrocería,7,7555486.28700001,2023,2023-07-01
Partes eléctricas,7,7110205.3370000115,2023,2023-07-01
Sistema de frenos,7,4874330.600000002,2023,2023-07-01
Baterías,7,3954943.802000003,2023,2023-07-01
Sistema de suspensión,7,3180705.530000005,2023,2023-07-01
Accesorios,7,3047855.7509999997,2023,2023-07-01
Productos de caucho,7,1650860.0730000008,2023,2023-07-01
Ruedas y sus partes,7,1735087.4069999983,2023,2023-07-01
Sistema de dirección,7,1839860.7380000006,2023,2023-07-01
Sistema de enfriamiento,7,1151752.123000003,2023,2023-07-01
Ejes y diferencial,7,782271.6520000006,2023,2023-07-01
Sistema de escape,7,664883.9230000001,2023,2023-07-01
Neumáticos,8,52553238.67800002,2023,2023-08-01
Partes de Motor,8,27771050.159999978,2023,2023-08-01
Lubricantes,8,36261267.32399997,2023,2023-08-01
Filtros,8,18254692.353999987,2023,2023-08-01
Otros consumibles,8,10747113.836000001,2023,2023-08-01
Sistema de transmisión,8,7793651.246999993,2023,2023-08-01
Partes de carrocería,8,8955256.675000004,2023,2023-08-01
Partes eléctricas,8,8290761.008000004,2023,2023-08-01
Sistema de frenos,8,4373362.372000004,2023,2023-08-01
Baterías,8,3481704.8670000075,2023,2023-08-01
Sistema de suspensión,8,2795052.072000007,2023,2023-08-01
Accesorios,8,2435712.842999999,2023,2023-08-01
Productos de caucho,8,2829259.815000001,2023,2023-08-01
Ruedas y sus partes,8,1919175.3179999948,2023,2023-08-01
Sistema de dirección,8,1727867.7699999989,2023,2023-08-01
Sistema de enfriamiento,8,1390336.8150000004,2023,2023-08-01
Ejes y diferencial,8,1099629.2219999996,2023,2023-08-01
Sistema de escape,8,602904.1360000003,2023,2023-08-01
Neumáticos,9,43425273.85999999,2023,2023-09-01
Partes de Motor,9,30928171.96799998,2023,2023-09-01
Lubricantes,9,28447407.34099999,2023,2023-09-01
Filtros,9,14756650.118999992,2023,2023-09-01
Otros consumibles,9,11773841.35600001,2023,2023-09-01
Sistema de transmisión,9,6986127.310000004,2023,2023-09-01
Partes de carrocería,9,7055238.2200000165,2023,2023-09-01
Partes eléctricas,9,8026876.155999997,2023,2023-09-01
Sistema de frenos,9,5514162.802999998,2023,2023-09-01
Baterías,9,3547155.657999997,2023,2023-09-01
Sistema de suspensión,9,3910103.4150000005,2023,2023-09-01
Accesorios,9,2969522.3859999995,2023,2023-09-01
Productos de caucho,9,2533712.2460000007,2023,2023-09-01
Ruedas y sus partes,9,2208486.548999998,2023,2023-09-01
Sistema de dirección,9,1823197.571000001,2023,2023-09-01
Sistema de enfriamiento,9,1637822.8240000024,2023,2023-09-01
Ejes y diferencial,9,1380710.127,2023,2023-09-01
Sistema de escape,9,603038.8370000006,2023,2023-09-01
Neumáticos,10,56412573.72900006,2023,2023-10-01
Partes de Motor,10,36242126.44599997,2023,2023-10-01
Lubricantes,10,24520598.088000007,2023,2023-10-01
Filtros,10,16125987.892999982,2023,2023-10-01
Otros consumibles,10,11602648.921000024,2023,2023-10-01
Sistema de transmisión,10,8063201.026999998,2023,2023-10-01
Partes de carrocería,10,10103688.697000004,2023,2023-10-01
Partes eléctricas,10,9521905.763000002,2023,2023-10-01
Sistema de frenos,10,5013939.109000001,2023,2023-10-01
Baterías,10,4309071.6159999985,2023,2023-10-01
Sistema de suspensión,10,3701156.7250000006,2023,2023-10-01
Accesorios,10,2910591.9399999995,2023,2023-10-01
Productos de caucho,10,3059253.1020000023,2023,2023-10-01
Ruedas y sus partes,10,1951798.9459999963,2023,2023-10-01
Sistema de dirección,10,1744184.1500000004,2023,2023-10-01
Sistema de enfriamiento,10,1696729.6269999982,2023,2023-10-01
Ejes y diferencial,10,1165666.0079999992,2023,2023-10-01
Sistema de escape,10,793958.8599999995,2023,2023-10-01
Neumáticos,11,53552773.48199999,2023,2023-11-01
Partes de Motor,11,34384407.75900001,2023,2023-11-01
Lubricantes,11,29826336.169000003,2023,2023-11-01
Filtros,11,15824811.14499998,2023,2023-11-01
Otros consumibles,11,9560597.690999996,2023,2023-11-01
Sistema de transmisión,11,10257908.821,2023,2023-11-01
Partes de carrocería,11,8134235.123000013,2023,2023-11-01
Partes eléctricas,11,7342213.569000008,2023,2023-11-01
Sistema de frenos,11,4176636.7969999905,2023,2023-11-01
Baterías,11,4265582.442999999,2023,2023-11-01
Sistema de suspensión,11,3454390.8229999985,2023,2023-11-01
Accesorios,11,2524081.692,2023,2023-11-01
Productos de caucho,11,2375865.3130000005,2023,2023-11-01
Ruedas y sus partes,11,2037939.1289999995,2023,2023-11-01
Sistema de dirección,11,1875313.8479999998,2023,2023-11-01
Sistema de enfriamiento,11,1223084.2249999978,2023,2023-11-01
Ejes y diferencial,11,1217872.3620000002,2023,2023-11-01
Sistema de escape,11,782775.4289999993,2023,2023-11-01
Neumáticos,12,49408176.59399998,2023,2023-12-01
Partes de Motor,12,31963454.63599997,2023,2023-12-01
Lubricantes,12,27620222.248,2023,2023-12-01
Filtros,12,14591639.475999981,2023,2023-12-01
Otros consumibles,12,10808994.171999997,2023,2023-12-01
Sistema de transmisión,12,8898452.992999997,2023,2023-12-01
Partes de carrocería,12,8331949.591000001,2023,2023-12-01
Partes eléctricas,12,7932753.134,2023,2023-12-01
Sistema de frenos,12,5026040.145999992,2023,2023-12-01
Baterías,12,3363903.9319999996,2023,2023-12-01
Sistema de suspensión,12,3245023.3610000024,2023,2023-12-01
Accesorios,12,2702417.8159999996,2023,2023-12-01
Productos de caucho,12,2277515.666000001,2023,2023-12-01
Ruedas y sus partes,12,1587177.0170000002,2023,2023-12-01
Sistema de dirección,12,2110113.487000001,2023,2023-12-01
Sistema de enfriamiento,12,1591462.398999995,2023,2023-12-01
Ejes y diferencial,12,1173645.1349999995,2023,2023-12-01
Sistema de escape,12,766248.5440000001,2023,2023-12-01
Neumáticos,1,41835739.712000035,2024,2024-01-01
Partes de Motor,1,32961384.53700002,2024,2024-01-01
Lubricantes,1,30008898.422000013,2024,2024-01-01
Filtros,1,16092386.35000001,2024,2024-01-01
Otros consumibles,1,9329506.559999993,2024,2024-01-01
Sistema de transmisión,1,7894586.412000008,2024,2024-01-01
Partes eléctricas,1,7661965.838999997,2024,2024-01-01
Partes de carrocería,1,6570598.516999987,2024,2024-01-01
Sistema de frenos,1,3905878.995999997,2024,2024-01-01
Baterías,1,4925436.563999998,2024,2024-01-01
Sistema de suspensión,1,4309228.098000004,2024,2024-01-01
Accesorios,1,2130345.9820000012,2024,2024-01-01
Productos de caucho,1,2630600.291000001,2024,2024-01-01
Sistema de dirección,1,2617065.462,2024,2024-01-01
Ruedas y sus partes,1,2028451.9419999998,2024,2024-01-01
Sistema de enfriamiento,1,1392775.5240000004,2024,2024-01-01
Ejes y diferencial,1,862943.8420000002,2024,2024-01-01
Sistema de escape,1,825729.773,2024,2024-01-01
Neumáticos,2,40321531.02000001,2024,2024-02-01
Partes de Motor,2,34135053.62800008,2024,2024-02-01
Lubricantes,2,47426878.221999966,2024,2024-02-01
Filtros,2,15857775.846999986,2024,2024-02-01
Otros consumibles,2,10439660.931000015,2024,2024-02-01
Sistema de transmisión,2,7399787.962999996,2024,2024-02-01
Partes eléctricas,2,6578513.700000001,2024,2024-02-01
Partes de carrocería,2,6254745.309000003,2024,2024-02-01
Sistema de frenos,2,5033333.977000003,2024,2024-02-01
Baterías,2,2503453.72,2024,2024-02-01
Sistema de suspensión,2,3048319.855,2024,2024-02-01
Accesorios,2,2540745.335999999,2024,2024-02-01
Productos de caucho,2,2930122.3330000015,2024,2024-02-01
Sistema de dirección,2,1816757.0060000014,2024,2024-02-01
Ruedas y sus partes,2,1059859.7440000006,2024,2024-02-01
Sistema de enfriamiento,2,1899020.9509999994,2024,2024-02-01
Ejes y diferencial,2,1325881.8929999997,2024,2024-02-01
Sistema de escape,2,928281.3459999999,2024,2024-02-01
Neumáticos,3,35605605.68500001,2024,2024-03-01
Partes de Motor,3,33433025.510999877,2024,2024-03-01
Lubricantes,3,31617930.891999993,2024,2024-03-01
Filtros,3,14244383.427000014,2024,2024-03-01
Otros consumibles,3,10735168.856999982,2024,2024-03-01
Sistema de transmisión,3,7612093.830000003,2024,2024-03-01
Partes eléctricas,3,6596237.624000014,2024,2024-03-01
Partes de carrocería,3,5911655.666999992,2024,2024-03-01
Sistema de frenos,3,5055245.111999998,2024,2024-03-01
Baterías,3,2905065.4700000016,2024,2024-03-01
Sistema de suspensión,3,3235908.5590000013,2024,2024-03-01
Accesorios,3,2381559.326999998,2024,2024-03-01
Productos de caucho,3,2293310.11,2024,2024-03-01
Sistema de dirección,3,2031313.4219999998,2024,2024-03-01
Ruedas y sus partes,3,946406.0530000003,2024,2024-03-01
Sistema de enfriamiento,3,1108950.1179999998,2024,2024-03-01
Ejes y diferencial,3,970134.4900000003,2024,2024-03-01
Sistema de escape,3,755508.7969999999,2024,2024-03-01
Neumáticos,4,51806702.75200005,2024,2024-04-01
Partes de Motor,4,34965058.61100004,2024,2024-04-01
Lubricantes,4,36864588.65100004,2024,2024-04-01
Filtros,4,19958192.125000022,2024,2024-04-01
Otros consumibles,4,13098264.577999981,2024,2024-04-01
Sistema de transmisión,4,6999585.662999993,2024,2024-04-01
Partes eléctricas,4,7734936.906999975,2024,2024-04-01
Partes de carrocería,4,7147934.665000009,2024,2024-04-01
Sistema de frenos,4,4719584.210999996,2024,2024-04-01
Baterías,4,3085818.2310000006,2024,2024-04-01
Sistema de suspensión,4,3754588.5589999957,2024,2024-04-01
Accesorios,4,3258681.0230000005,2024,2024-04-01
Productos de caucho,4,2711590.023999999,2024,2024-04-01
Sistema de dirección,4,2128533.158999999,2024,2024-04-01
Ruedas y sus partes,4,1203501.2900000003,2024,2024-04-01
Sistema de enfriamiento,4,1176902.7970000007,2024,2024-04-01
Ejes y diferencial,4,1249975.5210000002,2024,2024-04-01
Sistema de escape,4,805008.3469999998,2024,2024-04-01
Neumáticos,5,41140023.34599996,2024,2024-05-01
Partes de Motor,5,36997098.44600007,2024,2024-05-01
Lubricantes,5,26607446.691000015,2024,2024-05-01
Filtros,5,17069081.620999977,2024,2024-05-01
Otros consumibles,5,11748422.408999994,2024,2024-05-01
Sistema de transmisión,5,8477392.667999996,2024,2024-05-01
Partes eléctricas,5,7433274.447999997,2024,2024-05-01
Partes de carrocería,5,6734249.983000005,2024,2024-05-01
Sistema de frenos,5,5666646.112000003,2024,2024-05-01
Baterías,5,4613678.5709999995,2024,2024-05-01
Sistema de suspensión,5,3407936.4670000016,2024,2024-05-01
Accesorios,5,2407525.253000004,2024,2024-05-01
Productos de caucho,5,3129737.12,2024,2024-05-01
Sistema de dirección,5,1934979.697000001,2024,2024-05-01
Ruedas y sus partes,5,1607189.2599999988,2024,2024-05-01
Sistema de enfriamiento,5,1555641.4680000013,2024,2024-05-01
Ejes y diferencial,5,1434224.1749999996,2024,2024-05-01
Sistema de escape,5,719832.2450000001,2024,2024-05-01
Neumáticos,6,52409962.92199999,2024,2024-06-01
Partes de Motor,6,34851735.167000055,2024,2024-06-01
Lubricantes,6,32706065.639999993,2024,2024-06-01
Filtros,6,16701515.004999965,2024,2024-06-01
Otros consumibles,6,10912261.540000021,2024,2024-06-01
Sistema de transmisión,6,7059264.2390000075,2024,2024-06-01
Partes eléctricas,6,7488808.849999999,2024,2024-06-01
Partes de carrocería,6,6504778.879000004,2024,2024-06-01
Sistema de frenos,6,5056007.532000002,2024,2024-06-01
Baterías,6,3808256.634,2024,2024-06-01
Sistema de suspensión,6,3474649.149000002,2024,2024-06-01
Accesorios,6,3475817.365999997,2024,2024-06-01
Productos de caucho,6,2247403.970999998,2024,2024-06-01
Sistema de dirección,6,1728722.978,2024,2024-06-01
Ruedas y sus partes,6,1381551.2980000007,2024,2024-06-01
Sistema de enfriamiento,6,1136118.0100000002,2024,2024-06-01
Ejes y diferencial,6,863391.3979999999,2024,2024-06-01
Sistema de escape,6,723756.243,2024,2024-06-01
Neumáticos,7,51322846.51,2024,2024-07-01
Partes de Motor,7,34390661.632999964,2024,2024-07-01
Lubricantes,7,37676271.737,2024,2024-07-01
Filtros,7,14262669.129,2024,2024-07-01
Otros consumibles,7,11878199.166000022,2024,2024-07-01
Sistema de transmisión,7,8781357.055000003,2024,2024-07-01
Partes eléctricas,7,8268421.305,2024,2024-07-01
Partes de carrocería,7,8047326.21299999,2024,2024-07-01
Sistema de frenos,7,5694415.224999998,2024,2024-07-01
Baterías,7,3936700.9979999997,2024,2024-07-01
Sistema de suspensión,7,3264612.901999998,2024,2024-07-01
Accesorios,7,3834248.850000002,2024,2024-07-01
Productos de caucho,7,2839313.759000002,2024,2024-07-01
Sistema de dirección,7,1933693.563000001,2024,2024-07-01
Ruedas y sus partes,7,1830614.8239999977,2024,2024-07-01
Sistema de enfriamiento,7,1460070.7959999999,2024,2024-07-01
Ejes y diferencial,7,1138380.8529999997,2024,2024-07-01
Sistema de escape,7,768129.4229999996,2024,2024-07-01
Neumáticos,8,51310585.08400003,2024,2024-08-01
Partes de Motor,8,34031403.36999998,2024,2024-08-01
Lubricantes,8,35344629.45699995,2024,2024-08-01
Filtros,8,17512005.62400004,2024,2024-08-01
Otros consumibles,8,12204046.163999997,2024,2024-08-01
Sistema de transmisión,8,8077907.351999997,2024,2024-08-01
Partes eléctricas,8,8518626.661999993,2024,2024-08-01
Partes de carrocería,8,7936904.625000008,2024,2024-08-01
Sistema de frenos,8,5123475.365999999,2024,2024-08-01
Baterías,8,4882436.000000003,2024,2024-08-01
Sistema de suspensión,8,3609927.172999999,2024,2024-08-01
Accesorios,8,2411986.4769999995,2024,2024-08-01
Productos de caucho,8,3239808.027000006,2024,2024-08-01
Sistema de dirección,8,2725785.6399999987,2024,2024-08-01
Ruedas y sus partes,8,2020174.6850000005,2024,2024-08-01
Sistema de enfriamiento,8,1170327.6070000005,2024,2024-08-01
Ejes y diferencial,8,1552495.7700000003,2024,2024-08-01
Sistema de escape,8,813553.9019999999,2024,2024-08-01
Neumáticos,9,66984109.088999994,2024,2024-09-01
Partes de Motor,9,34154365.82900003,2024,2024-09-01
Lubricantes,9,25783421.758000024,2024,2024-09-01
Filtros,9,15219052.96099999,2024,2024-09-01
Otros consumibles,9,11332591.357000014,2024,2024-09-01
Sistema de transmisión,9,8142396.302999993,2024,2024-09-01
Partes eléctricas,9,7514220.807999985,2024,2024-09-01
Partes de carrocería,9,6929566.981000002,2024,2024-09-01
Sistema de frenos,9,4754249.362,2024,2024-09-01
Baterías,9,3294640.0739999996,2024,2024-09-01
Sistema de suspensión,9,3164251.872000001,2024,2024-09-01
Accesorios,9,2745779.2989999973,2024,2024-09-01
Productos de caucho,9,2815012.9420000003,2024,2024-09-01
Sistema de dirección,9,1459989.760000001,2024,2024-09-01
Ruedas y sus partes,9,1484327.3510000005,2024,2024-09-01
Sistema de enfriamiento,9,1437198.6699999985,2024,2024-09-01
Ejes y diferencial,9,878090.5770000005,2024,2024-09-01
Sistema de escape,9,682932.9380000001,2024,2024-09-01
Neumáticos,10,61611501.64600001,2024,2024-10-01
Partes de Motor,10,42357664.47599999,2024,2024-10-01
Lubricantes,10,44762829.47100002,2024,2024-10-01
Filtros,10,21488902.652999945,2024,2024-10-01
Otros consumibles,10,12356318.402000025,2024,2024-10-01
Sistema de transmisión,10,9827710.95599999,2024,2024-10-01
Partes eléctricas,10,9944049.520999989,2024,2024-10-01
Partes de carrocería,10,7579058.058999997,2024,2024-10-01
Sistema de frenos,10,5815178.914999991,2024,2024-10-01
Baterías,10,5356093.909000001,2024,2024-10-01
Sistema de suspensión,10,5117894.880999999,2024,2024-10-01
Accesorios,10,3945696.748999998,2024,2024-10-01
Productos de caucho,10,4224409.914,2024,2024-10-01
Sistema de dirección,10,2401147.3659999985,2024,2024-10-01
Ruedas y sus partes,10,2205313.405000001,2024,2024-10-01
Sistema de enfriamiento,10,1640383.7779999997,2024,2024-10-01
Ejes y diferencial,10,1139018.145999999,2024,2024-10-01
Sistema de escape,10,1014149.9630000002,2024,2024-10-01
Neumáticos,11,72390278.0209999,2024,2024-11-01
Partes de Motor,11,34963580.79399997,2024,2024-11-01
Lubricantes,11,33746507.022000015,2024,2024-11-01
Filtros,11,18599163.375000015,2024,2024-11-01
Otros consumibles,11,12328979.13400001,2024,2024-11-01
Sistema de transmisión,11,7420594.789999996,2024,2024-11-01
Partes eléctricas,11,8984336.934,2024,2024-11-01
Partes de carrocería,11,6598771.362999996,2024,2024-11-01
Sistema de frenos,11,4953437.400999997,2024,2024-11-01
Baterías,11,4194964.056,2024,2024-11-01
Sistema de suspensión,11,4485671.913000004,2024,2024-11-01
Accesorios,11,3630230.342000001,2024,2024-11-01
Productos de caucho,11,2174481.428999999,2024,2024-11-01
Sistema de dirección,11,1656160.7869999988,2024,2024-11-01
Ruedas y sus partes,11,2220360.6970000006,2024,2024-11-01
Sistema de enfriamiento,11,1489904.8009999997,2024,2024-11-01
Ejes y diferencial,11,1094230.0560000003,2024,2024-11-01
Sistema de escape,11,743309.5650000001,2024,2024-11-01
